	Original	Predicted
178	24.6	24.231420629919665
179	21.9	22.999498421913707
180	19.9	21.705833317105444
181	25.3	25.59775043795917
182	19.9	19.65167307576057
183	22.4	22.84077420492178
184	22.8	22.68938910370857
185	21.9	22.028994631712898
186	25.0	23.922034728070287
187	21.7	22.250449286595405
188	21.4	23.60570556684638
189	20.3	19.223414332105083
190	26.6	26.767539310861807
191	23.4	22.818085725964437
192	21.5	21.638419181453013
193	25.1	23.851848621020075
194	22.7	23.717493362220498
195	20.5	21.371163403079308
196	25.7	25.86801966932095
197	26.6	24.978622957052632
198	23.1	21.612857612656782
199	22.7	22.648261866806735
200	22.9	21.661083127380838
201	19.6	20.725447539511325
202	21.9	21.61545415389375
203	23.5	24.254091814899866
204	26.8	26.534837243170003
205	23.1	22.25819591711889
206	19.1	19.827769660007302
207	20.6	23.206038532840644
208	21.3	20.470858344689738
209	21.0	21.920648085338506
210	25.1	23.945978767443158
211	24.3	24.19615738697439
212	22.0	21.604740999693625
213	23.8	24.790882949888037
214	23.1	22.00919726157177
215	23.9	23.806541756164794
216	22.3	22.115385603550266
217	21.2	20.86338178649637
218	18.8	19.807184465458395
219	25.7	25.99383099564532
220	24.6	23.26897090738224
221	23.9	23.989724489126463
222	19.6	19.593752291075667
223	25.7	25.358332151081868
224	26.7	25.61785031334953
225	24.0	22.824933314232396
226	26.0	26.295412099581227
227	24.8	25.482575103760965
228	23.1	23.789079502296246
229	23.5	24.31386898447904
230	21.4	19.68261892842932
231	24.9	24.688197371051274
232	24.4	22.466845184946195
233	22.9	22.66540053555545
234	24.0	24.707469175006544
235	20.7	21.22873954171674
236	26.9	27.206656906428933
237	21.5	21.560793294308965
238	23.4	23.001634505077448
239	23.1	24.38646229455682
240	24.0	24.10801545705375
241	25.6	24.60611698720512
242	22.1	22.354467346207795
243	20.5	20.449271406391087
244	23.0	24.820827004223784
245	24.4	24.10648858897155
246	26.1	25.33952307602928
247	23.2	21.946667469539143
248	24.6	23.710211530847452
249	22.5	24.13422012102466
250	22.1	22.017121469708282
251	24.9	25.271296604211944
252	24.0	23.459623070199925
253	25.8	25.471762474875792
254	25.3	24.006018067900687
255	25.0	23.33128511998464
256	22.2	23.323020792482232
257	24.9	23.90576573504056
258	25.3	24.275942811164356
259	21.2	22.914103494135222
260	23.6	24.94581456246904
261	26.0	23.9451515522791
262	23.9	23.757708760757108
263	23.4	22.541169037219934
264	26.1	25.135516101857384
265	21.5	21.98675458726429
266	22.7	22.335071801491587
267	26.5	25.104470834246214
268	26.4	25.004963325708452
269	25.2	24.400116787272374
270	21.1	21.616130192957534
271	23.2	22.5172493641247
272	22.5	22.37862469172855
273	20.6	20.02517598600564
274	27.8	26.130800433071144
275	23.3	24.637800732493062
276	24.2	22.135661092763687
277	19.4	19.675866642622136
278	24.5	25.359610525607508
279	25.7	25.713438204713025
280	25.1	23.90150702113239
281	23.9	24.11029774325685
282	22.7	24.232496379578006
283	23.8	23.79331145763448
284	22.4	22.757827742305082
285	23.7	23.607722954071207
286	18.1	18.68684821741751
287	20.2	20.186201198356606
288	22.1	21.28968740359325
289	20.2	20.425774509447788
290	26.5	24.241033931574478
291	20.2	19.749587990749152
292	25.1	23.84411253745064
293	20.5	19.931410036517025
294	21.8	21.76347818383066
295	22.6	20.15810015078076
296	26.4	26.053147068483803
297	26.4	26.323462634888187
298	24.9	23.952037453345305
299	19.2	19.065958404325322
300	24.8	23.785932444045322
301	23.9	23.804744758704743
302	22.2	22.6005940988836
303	23.6	23.637363032133216
304	22.1	22.404470708556413
305	25.8	26.362987458453773
306	23.2	22.738137935775278
307	26.1	26.924411318998434
308	23.7	23.996065196645056
309	25.4	25.483886229952162
310	22.5	22.635164500862874
311	23.4	24.222276877692597
312	22.7	23.18796344144997
313	23.5	22.55036020315132
314	22.4	21.819212127631875
315	25.7	25.93029169136357
316	24.0	25.776874242534866
317	26.5	26.452743737951064
318	26.6	26.580780493768973
319	24.9	24.14731248697443
320	22.3	22.192209566296157
321	22.3	22.882419143219863
322	23.5	23.882841351126718
323	22.9	21.52422867254023
324	21.2	21.712418250381237
325	19.8	20.064338900346694
326	23.1	23.64081103081467
327	20.3	20.512010269608844
328	24.1	23.526035783175793
329	25.0	23.467732821893655
330	20.8	21.84975903673267
331	25.2	24.415095302423072
332	21.5	21.80065408132357
333	23.8	22.59837935159264
334	23.2	23.445063927287457
335	24.1	21.855367559977477
336	22.1	23.819176715338568
337	19.8	20.571900820723002
338	22.4	21.64493095145217
339	21.5	21.935242938965708
340	24.5	24.879006360160385
341	23.4	23.178192741944486
342	21.3	22.027221462513612
343	21.7	22.59015729528122
344	24.1	23.55955729491116
345	19.2	19.721321327154055
346	19.3	19.612805324423523
347	27.0	27.354481825712732
348	25.8	25.920054120034706
349	20.0	21.964141011246657
350	22.5	24.523032296386084
351	25.2	24.45128191852588
352	23.5	22.73598535543084
353	22.5	22.571955655508155
354	23.1	22.98691338441451
355	18.2	18.261252669584223
356	22.7	22.95506422519548
357	21.6	21.133084630846113
358	20.2	19.760654945144147
359	17.2	21.237807150651292
360	21.2	20.785266471603062
361	27.3	27.000072568362807
362	25.3	23.66500164917975
363	19.6	20.132070408793556
364	24.7	25.653517347087345
365	24.6	23.27983074930121
366	19.8	21.259489060188592
367	24.0	23.761081208719126
368	26.8	26.057279530892423
369	20.7	20.667064175670994
370	27.5	27.429782019081227
371	22.8	22.258778472247275
372	22.3	23.75216636626932
373	24.5	23.425430890692553
374	25.6	24.659290998474404
375	24.3	23.841355851964003
376	22.7	21.914501488827945
377	24.7	23.55495704666468
378	25.4	23.71566214982122
379	20.3	20.967602411195685
380	25.3	25.07865215173535
381	21.9	21.465750208375546
382	21.6	21.507313547999363
383	23.8	24.44335899385797
384	25.4	25.32225774367294
385	25.7	25.282565857595962
386	27.9	26.907282468981066
387	25.3	24.771533259504107
388	25.2	25.02961166454851
389	25.0	25.07695565804829
390	23.3	23.966739135700422
391	23.3	24.291743074397928
392	22.0	22.050947127192615
393	20.5	21.05369736675804
394	24.5	25.907978268443465
395	23.0	22.396254183353406
396	24.2	24.553117048904582
397	19.6	19.16924922115545
398	25.4	25.457694677393555
399	20.3	21.686099644441246
400	18.7	20.662026199274308
401	23.7	23.52926133302102
402	22.2	21.224501404513223
403	26.2	25.024901332056533
404	22.93222006472492	26.516064564567557
405	24.2	25.107909783838245
406	22.0	22.885893723905582
407	24.0	23.729386939663527
408	22.5	21.71834103049926
409	24.8	25.105570014438918
410	21.8	22.373526182658846
411	23.5	22.889983508089593
412	25.1	24.456239814263125
413	22.4	22.321592155521614
414	20.4	20.496038067782646
415	24.7	22.420621654307602
416	24.0	23.602433404314326
417	23.5	22.39422267613351
418	19.6	18.88867893039905
419	24.5	25.14058350020008
420	22.4	23.13237688103117
421	24.2	23.677250106359793
422	26.6	26.427420968533045
423	23.8	25.6658555596761
424	19.9	22.54635814472518
425	24.8	23.830154604194032
426	18.1	19.34969664789635
427	24.8	24.228276223833983
428	22.0	22.54198501299033
429	22.6	22.59718196803063
430	22.6	24.006310211095126
431	24.2	24.60742354116782
432	23.0	23.68655998458503
433	19.1	18.012872224167115
434	20.8	21.391954218520944
435	23.2	23.40722450439019
436	23.5	23.740001681307422
437	23.5	22.10571616886658
438	24.1	25.29206335558397
439	22.3	20.872110136917428
440	20.4	20.683463397988696
441	24.5	24.176706157551095
442	22.8	22.233901975623716
443	22.9	22.341577278526998
444	25.1	23.411467985987098
445	23.4	23.21727166561324
446	23.0	23.6101469010858
447	24.8	24.81156748205365
448	20.1	19.19878730390581
449	24.4	23.241484731028343
450	23.0	22.850170087498448
451	20.4	19.382061608073847
452	24.4	23.96788256849058
453	27.3	26.816493331313442
454	24.6	23.357694370708302
455	20.3	20.52351851432108
456	21.9	22.94791944913512
457	23.3	23.33524296860712
458	23.4	24.52511118610245
459	23.1	23.50886102480286
460	23.6	22.38959571077542
461	22.6	23.515058838442073
462	20.1	20.096634569410128
463	23.5	23.532931612946708
464	26.8	27.54326375211989
465	24.9	23.846896996484542
466	20.1	20.207806012096654
467	24.5	24.42029026122994
468	22.1	21.187842836802474
469	20.4	21.79179717599243
470	21.7	21.5845986582243
471	19.9	19.957011049441213
472	27.4	27.48158967087661
473	26.8	26.14114277232445
474	27.2	25.601545040949475
475	23.7	24.335427545376422
476	23.7	23.27652625558563
477	23.9	25.569860728160833
478	20.3	21.614135097601434
479	21.2	20.763758284551194
480	20.2	20.649777290868933
481	26.4	26.50387851888261
482	24.8	24.316177100827353
483	24.0	23.938469502597137
484	26.6	27.5141393561265
485	15.5	18.343594950395225
486	24.3	24.78332040676811
487	21.1	20.51607774371776
488	24.1	23.94754378297054
489	25.2	26.60607754290271
490	21.1	20.942276293026133
491	24.8	24.403587464676594
492	19.2	20.32384685447168
493	21.0	21.699867275583415
494	21.8	22.590887257087935
495	24.7	25.125141645873793
496	22.5	22.005951349814076
497	25.6	25.27045238231188
498	22.8	21.99579464347691
499	21.6	20.955458058369217
500	21.1	21.052788010645735
501	26.7	25.344989749039556
502	24.0	22.335378447292534
503	24.6	25.812877954362882
504	23.9	25.33100793448564
505	24.0	24.25722278863155
506	23.4	23.97273260562434
507	23.3	23.743786103310757
508	22.93222006472492	22.740591932355766
509	24.3	23.801786815712006
510	20.8	20.967621035231424
511	24.8	25.277195435135223
512	27.4	26.382827791557798
513	24.2	24.68221683940532
514	25.3	24.816725936616287
515	25.4	25.69422399129291
516	24.3	23.484221368367997
517	22.4	20.765158973217986
518	22.0	20.655121945574095
519	21.8	22.743534223261825
520	25.3	24.30392237196522
521	23.0	21.271957445584018
522	21.3	21.244874712789873
523	24.0	22.19659492646576
524	25.1	24.677574923472363
525	19.8	21.872352687943085
526	25.7	25.301678666117105
527	23.7	23.65170990802728
528	19.8	21.96281831359638
529	23.7	24.03661957517809
530	22.0	21.514599505504595
531	24.9	23.847503827179228
532	23.7	24.41536459984715
533	25.2	25.22273232246519
534	24.5	24.326227078844774
535	24.7	24.172073036863086
536	23.7	23.068072952860998
537	22.3	21.345539070617903
538	19.8	19.921100930044616
539	22.5	23.538884091779742
540	25.4	24.726147887724213
541	23.7	22.80799078607697
542	25.7	26.354148491126395
543	20.0	22.204411029836564
544	18.0	19.865907346523134
545	24.2	22.60820026490571
546	20.1	19.118834467488853
547	26.5	25.409836044266466
548	18.7	20.016628969809915
549	25.7	25.889149475874724
550	19.7	21.376686841766492
551	24.8	25.08718781931764
552	21.9	22.701680921969874
553	23.4	23.033554302151263
554	22.3	22.830770981296425
555	23.5	23.63068868167997
556	25.2	24.34988189912093
557	25.4	25.529437202309218
558	26.3	25.62896281019442
559	23.1	22.53829413545626
560	20.5	21.966364896999995
561	23.9	25.041637589360946
562	23.3	22.380037300527682
563	19.1	20.089171889120855
564	26.3	26.703083424130085
565	26.9	27.114236510289757
566	21.5	21.988471769031293
567	21.5	21.88985847988516
568	18.3	18.62126688029567
569	26.2	24.69227870954457
570	21.6	20.158675865447968
571	22.9	22.18584352777897
572	22.2	24.032150683942355
573	24.2	26.07572584685367
574	23.7	23.342737475059984
575	23.7	24.00039453541498
576	19.4	20.16166935425081
577	24.0	25.141550329873095
578	22.7	22.854236591392233
579	18.9	20.912375450797793
580	22.7	22.93375424098869
581	22.4	25.51983147588139
582	27.0	25.041719162123783
583	22.5	24.71912753192874
584	21.1	20.09223947366044
585	22.2	21.70651528033285
586	26.6	27.02631347808027
587	23.4	22.82893762112957
588	26.0	25.83795287975472
589	20.0	20.397755717204834
590	23.8	23.188055466920247
591	19.2	20.017459527661025
592	24.2	23.617029695316482
593	26.6	25.411464332642957
594	22.0	21.158337483701708
595	23.3	22.92824447381208
596	18.0	18.641716905069913
597	23.9	24.562295792662418
598	22.1	21.717437780912043
599	21.7	21.8987746428744
600	24.3	24.258345162359277
601	25.8	25.222219306698598
602	21.1	22.00967015942998
603	22.6	21.699808646765852
604	23.9	23.52175484326177
605	25.7	25.565134784356545
606	26.0	24.883264839475057
607	27.3	26.59914897701406
608	23.6	22.45320871992616
609	27.2	26.754147195227524
610	22.2	23.765178073481035
611	21.9	21.855843774726214
612	26.9	26.751093935307768
613	23.8	24.19142682500268
614	21.4	22.26368664693469
615	24.9	22.578787208530493
616	19.0	21.312904285700437
617	23.6	22.943166200675126
618	18.9	19.177052122562557
619	19.5	19.943479732432678
620	22.1	21.584467850330206
621	23.9	24.548217664968092
622	21.6	20.775820741018045
623	22.4	21.325538484894203
624	25.7	24.292747070478715
625	23.9	22.049108138070288
626	22.5	22.02578663562195
627	26.3	25.29411394667265
628	17.1	17.192981085888213
629	19.3	20.996375502671505
630	22.5	21.823100671737784
631	21.5	21.016055981441802
632	21.8	22.416633153712034
633	25.8	25.162543491690826
634	26.8	26.3661887056983
635	22.0	25.195625124037836
636	24.8	26.490667990345294
637	20.7	20.346935534016353
638	20.6	20.889885982431025
639	23.7	22.61195036397421
640	22.2	22.408095723245573
641	24.3	22.108475005248415
642	20.4	20.238658145702324
643	23.8	24.486308422970108
644	25.2	24.1816060262645
645	20.1	19.9429254285417
646	22.1	21.439233318297923
647	22.2	23.40864940694876
648	21.3	21.99602982714112
649	25.0	23.98794564424296
650	21.6	21.923095176958665
651	20.5	20.086606238184075
652	23.5	24.65991276567864
653	25.0	25.446803147110277
654	23.2	22.50183151880612
655	23.0	22.997477088641617
656	22.3	23.293007474577017
657	24.8	24.174417516151273
658	26.9	26.56233939688882
659	22.9	22.049967097429896
660	23.5	22.330146754177214
661	24.7	23.768740672623643
662	21.0	20.638555654051103
663	21.6	22.25736693260907
664	23.3	23.58355881770119
665	24.1	23.598590013387202
666	23.2	22.91479018570243
667	26.0	24.827277132901123
668	22.4	24.101928999140505
669	20.0	20.839118081481324
670	23.8	23.801603162891908
671	22.93222006472492	24.226042384483826
672	22.4	22.92717391105439
673	23.5	23.46693890288501
674	26.6	24.996171277018
675	23.3	23.12140612863222
676	25.5	25.19569607350087
677	22.5	25.673973575688326
678	24.1	22.903856869415996
679	23.5	23.222942964494866
680	24.3	25.382157478004473
681	23.4	23.076772899781773
682	20.0	19.939138455104207
683	19.0	19.394970615877792
684	21.9	21.286493280430104
685	27.3	26.987614384397652
686	23.2	23.08267307026768
687	26.7	26.481704592100378
688	23.0	23.716882466697456
689	23.3	25.441366746245585
690	22.3	22.566323270696433
691	21.5	21.05804810784295
692	22.9	22.412412617371185
693	24.2	25.014081794102005
694	23.4	23.70510195779274
695	21.3	22.610899952827598
696	27.5	27.460694511220055
697	28.0	27.53820696794263
698	22.8	22.83773610919266
699	24.1	23.86601284866923
700	21.6	20.458060795078325
701	21.0	20.729371589082795
702	20.8	21.402450202496517
703	27.0	26.77476238308462
704	18.7	19.90460492434206
705	20.2	20.134548623036668
706	23.7	24.28298589058293
707	21.4	21.505055442689958
708	26.4	26.370299699457114
709	24.3	23.720694582698833
710	24.0	23.54236352014163
711	19.1	18.65108454956677
712	25.3	25.45106187987477
713	19.4	19.19958740133817
714	22.0	21.675289524151424
715	24.7	25.745599641735495
716	19.7	20.83119939321555
717	24.9	25.447582103623056
718	20.4	21.947431062053255
719	21.7	23.097772579647735
720	22.8	23.252133364728465
721	20.5	21.5707752986632
722	26.0	24.12962521996525
723	23.1	22.230331120053446
724	21.5	21.368450211576654
725	23.1	23.023141026536265
726	21.2	19.15569914000106
727	19.5	19.730620037972542
728	22.9	26.36361372973251
729	19.0	19.88696515191601
730	22.0	21.41586224578179
731	21.1	22.184010229377336
732	27.4	27.1705943022561
733	22.5	24.005301936517014
734	20.0	20.912331751167706
735	20.0	20.752538182931744
736	26.0	24.312535913647995
737	26.0	26.33806411881654
738	25.4	24.746136593974622
739	26.2	25.655264559934224
740	18.3	19.867981057295687
741	23.7	23.864863401479713
742	22.3	22.22870641112351
743	24.8	25.27765136765104
744	20.2	21.16221937565902
745	24.6	22.529803072721865
746	23.1	23.21790258875911
747	23.5	23.390906357978345
748	22.8	22.762247596080837
749	19.6	17.890393884571854
750	24.0	22.817316505819
751	24.1	25.618572322830133
752	25.2	26.121089659017933
753	26.4	25.407483102966292
754	25.7	24.712173871585208
755	26.2	27.135521531375105
756	22.7	22.048278961914015
757	22.4	23.187245884855713
758	20.6	21.974213988011286
759	25.8	25.416419772249924
760	21.4	21.571293026683055
761	27.4	26.56525589832306
762	23.6	24.12810111551918
763	24.2	24.51098887416625
764	23.2	23.30273403113084
765	23.6	22.711044868970518
766	22.9	23.2488739769018
767	22.9	22.301118767474918
768	25.1	24.77351631367904
769	20.5	20.962125590325645
770	20.3	22.12734491576802
771	19.7	20.7806486685156
772	19.3	19.63005876288929
773	24.5	24.98908789315854
774	20.5	21.389258529183667
775	21.8	22.21002752855272
776	21.4	20.883266958714923
777	23.1	22.61090527619131
778	21.8	19.795628569808247
779	25.0	24.47605953577754
780	25.1	24.12265736284428
781	23.9	22.752455758263455
782	25.3	25.050717306300122
783	22.8	23.0591443206877
784	26.6	26.934443642246343
785	23.5	25.84028081413128
786	25.0	24.386646600057954
787	20.2	20.064798689000238
788	26.7	26.556414496495854
789	26.2	24.90277499855342
790	24.3	23.318445626457258
791	23.6	22.1050187898854
792	23.7	23.298171467395406
793	25.3	25.22936216899106
794	17.4	17.256516443005452
795	21.4	20.04625951934154
796	21.6	20.61796867710542
797	23.6	23.299380931680652
798	17.9	19.064232098951223
799	18.4	21.423768898944093
800	25.0	23.73724972260091
801	25.4	26.308266591215027
802	24.5	23.375649612432234
803	24.4	23.839015583650884
804	26.3	23.67112558075563
805	23.1	22.701685042135676
806	23.5	25.22050927216464
807	24.4	23.499689301072834
808	22.1	22.13694946500843
809	26.0	25.96377534296213
810	23.3	23.661274447788056
811	24.0	23.99775571161449
812	26.0	25.731849079831544
813	17.8	16.80982977949945
814	22.1	22.258424751835
815	22.6	23.603855034964393
816	22.1	23.950404540280008
817	24.1	22.922178194859917
818	21.0	21.761571499784104
819	26.4	25.944989171576225
820	20.3	20.501475350026077
821	21.2	21.49964215996176
822	19.5	20.615465246887805
823	20.1	20.548160908558042
824	19.1	19.440899438114087
825	23.7	23.365343031364667
826	24.7	26.259527335977108
827	27.5	27.444051557414397
828	18.6	18.97532264105706
829	23.8	23.302443465883925
830	20.0	20.240519394325784
831	23.8	23.006766630553468
832	23.2	24.323467481144917
833	19.0	19.566056622737563
834	24.2	23.887449461013713
835	22.0	22.483222135563157
836	20.4	20.722924685885054
837	27.0	25.47025122717566
838	23.4	22.554106686770464
839	22.8	22.067683102435648
840	26.4	25.02244641197025
841	17.5	18.671263757081967
842	25.7	25.54006965916146
843	21.4	21.306831610471974
844	27.7	27.090688832811047
845	25.4	24.61717875375611
846	15.9	16.196327338778268
847	21.4	21.999556325023455
848	19.1	19.607210893362883
849	21.8	22.72391723187243
850	24.2	24.507603622380806
851	24.2	23.233901179401567
852	23.3	22.68403679203842
853	22.8	22.2565581798967
854	22.4	22.067320009751086
855	22.2	22.615898272820637
856	19.1	19.07735155523917
857	22.4	19.855447136225038
858	25.0	25.164245832506275
859	23.3	24.39485637305944
860	25.4	24.911820507690475
861	26.8	25.647897329936093
862	26.3	26.55613724532059
863	21.4	22.39661288837251
864	23.1	21.781947581075134
865	22.1	22.188834077029327
866	21.4	20.444768835774497
867	26.0	26.54425427449522
868	21.4	21.470874591352334
869	22.8	24.122915351862027
870	21.6	22.092057375656903
871	24.1	24.37704352406424
872	26.9	25.439695899698023
873	18.6	19.368691146126405
874	23.1	24.104491016586323
875	26.4	26.91212034985515
876	22.2	22.482800598623314
877	19.7	20.058152565002352
878	24.7	24.322065201642836
879	24.3	22.67027998889816
880	23.6	21.74410319371693
881	21.4	23.436549698986134
882	24.1	23.832180547299895
883	27.6	26.598343270784927
884	23.4	25.524994262779497
885	24.7	24.441636785000643
886	18.0	18.7441129628319
887	21.2	21.307574911208526
888	20.0	21.278895010561705
889	21.0	21.104505782874647
890	21.6	22.266152554291992
891	27.5	27.60853810080141
892	22.4	23.033778893241244
893	25.4	24.762898463993594
894	23.3	25.17545518527424
895	24.6	24.553103490409757
896	20.5	22.73225773182626
897	17.7	18.411055432934976
898	25.1	24.01612007445285
899	20.5	20.8886774835063
900	23.3	22.983160200544646
901	25.1	25.944074791291648
902	25.6	25.5125137269896
903	21.9	21.650758673812582
904	26.5	25.31498767286635
905	21.8	22.88711588197525
906	20.1	19.82580838109738
907	23.6	23.480780621786515
908	21.8	22.615851688483655
909	20.5	22.632828834090684
910	23.6	22.316478762839964
911	23.6	24.704391325663202
912	24.1	23.963686950278465
913	25.0	25.713565782669754
914	22.5	22.769408644817986
915	22.8	24.1880699843962
916	23.6	22.289851072631183
917	23.3	22.920095849616146
918	22.6	22.7764400042323
919	24.0	24.086817884330156
920	23.0	22.2214758103777
921	20.6	20.856667893051807
922	22.8	22.92738712771034
923	22.2	20.80487264437463
924	23.2	22.949685768373925
925	24.0	23.195654609366066
926	22.8	22.85198556497678
927	24.6	23.831340943358367
928	24.4	23.55269577908245
929	26.9	25.30615075991195
930	19.7	21.285030250484358
931	23.2	23.015072743768435
932	26.3	25.7812983492623
933	22.5	20.453389024690573
934	24.3	24.076815571944167
935	25.7	25.094791720986404
936	23.7	23.448788019734266
937	23.4	22.922804339718162
938	20.5	21.1338966918089
939	20.0	20.560282153102115
940	23.0	24.467954237598665
941	25.0	23.932705163776063
942	26.0	25.250329550656176
943	23.7	22.313670398798
944	27.0	26.567746716753028
945	21.2	21.036930702600525
946	23.3	22.133862417908073
947	24.0	23.255344404593206
948	20.2	21.322320905355156
949	17.8	19.897846675790838
950	24.1	23.693924569291916
951	16.7	18.719459923905273
952	22.4	21.745190147074613
953	22.1	23.717052751277194
954	20.1	20.14859883651078
955	24.0	23.190593380568153
956	25.3	24.119425077375155
957	18.7	19.655575730861468
958	21.0	21.901317426367335
959	21.7	21.484271787657708
960	23.4	23.326775515105812
961	19.3	19.64529414027909
962	20.4	20.462892762616175
963	26.2	26.248292426614228
964	24.3	24.28354650139736
965	25.4	24.871672141938674
966	21.4	20.817557426476455
967	24.4	24.898718834745523
968	22.8	22.166783603339546
969	20.5	20.839438547742397
970	24.8	26.15383572901929
971	23.0	23.49245619086615
972	20.2	21.53974909100224
973	25.2	24.113895000235978
974	20.6	20.650295060429944
975	23.9	23.948085746987477
976	25.7	25.034973925366636
977	24.6	26.208772280772898
978	23.2	23.264604293038598
979	24.3	23.900267578143428
980	20.2	19.423168470175142
981	24.5	24.671551101332007
982	25.2	24.2180071604841
983	26.0	25.396026835503953
984	20.8	20.904176326254316
985	20.0	20.01735594533289
986	25.5	23.93694003334692
987	23.8	22.888541961257932
988	22.7	22.973283589662103
989	21.9	20.8970801967248
990	20.9	21.045865038710982
991	18.9	20.299911405525243
992	22.3	23.071836027552493
993	23.5	23.697527965660683
994	18.5	20.752687129908498
995	23.9	22.739098612387195
996	20.2	21.076316754158217
997	26.0	24.46686316159887
